Year,Month,Make,Quantity
2007,1,Toyota,2884
2007,1,Volkswagen,2521
2007,1,Peugeot,1029
2007,1,Ford,870
2007,1,Volvo,693
2007,1,Skoda,665
2007,1,Opel,622
2007,1,Audi,599
2007,1,Honda,423
2007,1,Mercedes-Benz,362
2007,1,BMW,352
2007,1,Citroen,263
2007,1,Suzuki,258
2007,1,Mazda,191
2007,1,Saab,169
2007,1,Renault,168
2007,1,Mitsubishi,136
2007,1,Nissan,127
2007,1,Hyundai,97
2007,1,Kia,55
2007,1,Dodge,33
2007,1,MINI,26
2007,1,Subaru,26
2007,1,Lexus,22
2007,1,Chevrolet,20
2007,1,Alfa Romeo,16
2007,1,Daihatsu,15
2007,1,Land Rover,14
2007,1,Fiat,9
2007,1,Chrysler,4
2007,1,Iveco,4
2007,1,Jaguar,3
2007,1,Jeep,2
2007,1,Nilsson,2
2007,1,Think,2
2007,1,Smart,1
2007,1,Ssangyong,1
2007,1,NA,1
2007,2,Toyota,1885
2007,2,Volkswagen,1517
2007,2,Ford,686
2007,2,Peugeot,621
2007,2,Volvo,570
2007,2,Opel,551
2007,2,Audi,498
2007,2,Skoda,463
2007,2,Mercedes-Benz,410
2007,2,Honda,356
2007,2,BMW,335
2007,2,Suzuki,264
2007,2,Mitsubishi,262
2007,2,Citroen,247
2007,2,Mazda,239
2007,2,Saab,175
2007,2,Hyundai,149
2007,2,Nissan,134
2007,2,Kia,119
2007,2,Renault,84
2007,2,Chevrolet,35
2007,2,MINI,32
2007,2,Land Rover,30
2007,2,Dodge,24
2007,2,Daihatsu,22
2007,2,Subaru,18
2007,2,Lexus,17
2007,2,Alfa Romeo,9
2007,2,Fiat,6
2007,2,Jeep,6
2007,2,Nilsson,6
2007,2,Chrysler,5
2007,2,Jaguar,5
2007,2,Smart,5
2007,2,Chevrolet US,3
2007,2,Ssangyong,2
2007,2,Porsche,2
2007,2,Cadillac,1
2007,3,Toyota,1833
2007,3,Volkswagen,1428
2007,3,Peugeot,867
2007,3,Ford,766
2007,3,Audi,682
2007,3,Volvo,656
2007,3,Opel,578
2007,3,Mitsubishi,512
2007,3,Skoda,491
2007,3,Honda,399
2007,3,Mercedes-Benz,387
2007,3,BMW,365
2007,3,Suzuki,333
2007,3,Nissan,327
2007,3,Mazda,319
2007,3,Saab,243
2007,3,Citroen,239
2007,3,Hyundai,228
2007,3,Kia,171
2007,3,Renault,131
2007,3,Chevrolet,52
2007,3,Land Rover,40
2007,3,Jeep,33
2007,3,MINI,28
2007,3,Daihatsu,27
2007,3,Dodge,25
2007,3,Alfa Romeo,21
2007,3,Fiat,20
2007,3,Lexus,18
2007,3,Porsche,14
2007,3,Jaguar,9
2007,3,Subaru,7
2007,3,Iveco,5
2007,3,Cadillac,4
2007,3,Chrysler,3
2007,3,Nilsson,1
2007,3,NA,1
2007,3,Aston Martin,1
2007,4,Toyota,1300
2007,4,Volkswagen,1257
2007,4,Volvo,587
2007,4,Audi,556
2007,4,Peugeot,547
2007,4,Opel,534
2007,4,Ford,451
2007,4,Skoda,438
2007,4,Mercedes-Benz,387
2007,4,BMW,360
2007,4,Honda,351
2007,4,Suzuki,347
2007,4,Nissan,328
2007,4,Mazda,249
2007,4,Saab,191
2007,4,Citroen,179
2007,4,Hyundai,142
2007,4,Mitsubishi,104
2007,4,Renault,92
2007,4,Kia,92
2007,4,Chevrolet,79
2007,4,Subaru,77
2007,4,Land Rover,42
2007,4,MINI,31
2007,4,Dodge,25
2007,4,Alfa Romeo,20
2007,4,Lexus,18
2007,4,Daihatsu,17
2007,4,Chrysler,11
2007,4,Jeep,10
2007,4,Fiat,7
2007,4,Porsche,7
2007,4,Jaguar,5
2007,4,Iveco,5
2007,4,Morgan,4
2007,4,Cadillac,2
2007,4,Smart,1
2007,4,Think,1
2007,5,Volkswagen,1934
2007,5,Toyota,1866
2007,5,Volvo,805
2007,5,Opel,771
2007,5,Peugeot,743
2007,5,Ford,648
2007,5,Audi,630
2007,5,Honda,520
2007,5,Skoda,517
2007,5,BMW,431
2007,5,Mercedes-Benz,422
2007,5,Suzuki,420
2007,5,Nissan,382
2007,5,Mazda,325
2007,5,Saab,241
2007,5,Citroen,223
2007,5,Mitsubishi,222
2007,5,Kia,169
2007,5,Hyundai,155
2007,5,Renault,109
2007,5,Land Rover,91
2007,5,Subaru,78
2007,5,Jeep,72
2007,5,Chevrolet,65
2007,5,Daihatsu,36
2007,5,MINI,30
2007,5,Dodge,29
2007,5,Fiat,18
2007,5,Alfa Romeo,17
2007,5,Lexus,10
2007,5,Chrysler,8
2007,5,Jaguar,5
2007,5,Porsche,4
2007,5,Aston Martin,4
2007,5,Ssangyong,3
2007,5,Smart,2
2007,5,Morgan,2
2007,6,Toyota,1620
2007,6,Volkswagen,1531
2007,6,Ford,772
2007,6,Opel,683
2007,6,Volvo,662
2007,6,Honda,624
2007,6,Peugeot,569
2007,6,Skoda,512
2007,6,Audi,498
2007,6,BMW,477
2007,6,Mercedes-Benz,421
2007,6,Mitsubishi,414
2007,6,Nissan,364
2007,6,Mazda,296
2007,6,Citroen,277
2007,6,Suzuki,262
2007,6,Hyundai,204
2007,6,Saab,195
2007,6,Kia,159
2007,6,Renault,107
2007,6,Chevrolet,74
2007,6,Jeep,68
2007,6,Subaru,65
2007,6,Land Rover,47
2007,6,MINI,37
2007,6,Daihatsu,37
2007,6,Dodge,23
2007,6,Alfa Romeo,21
2007,6,Lexus,17
2007,6,Fiat,10
2007,6,Jaguar,8
2007,6,Smart,8
2007,6,Chrysler,5
2007,6,Porsche,5
2007,6,Ssangyong,5
2007,6,Aston Martin,3
2007,6,Cadillac,1
2007,6,Chevrolet US,1
2007,6,Bentley,1
2007,7,Toyota,1901
2007,7,Volkswagen,1777
2007,7,Volvo,1064
2007,7,Ford,1006
2007,7,Peugeot,749
2007,7,Opel,685
2007,7,Audi,562
2007,7,Skoda,489
2007,7,Mercedes-Benz,469
2007,7,BMW,403
2007,7,Honda,401
2007,7,Mitsubishi,381
2007,7,Suzuki,296
2007,7,Mazda,294
2007,7,Citroen,281
2007,7,Nissan,277
2007,7,Saab,204
2007,7,Hyundai,182
2007,7,Kia,137
2007,7,Renault,124
2007,7,Chevrolet,78
2007,7,Jeep,56
2007,7,Subaru,51
2007,7,Daihatsu,33
2007,7,Land Rover,32
2007,7,MINI,28
2007,7,Dodge,26
2007,7,Lexus,16
2007,7,Alfa Romeo,14
2007,7,Fiat,12
2007,7,Jaguar,12
2007,7,Smart,8
2007,7,Chrysler,5
2007,7,Porsche,3
2007,7,Aston Martin,3
2007,7,Ssangyong,1
2007,7,Nilsson,1
2007,7,NA,1
2007,8,Toyota,1783
2007,8,Volkswagen,1665
2007,8,Ford,816
2007,8,Mitsubishi,681
2007,8,Audi,590
2007,8,Peugeot,531
2007,8,Volvo,498
2007,8,Skoda,476
2007,8,Opel,472
2007,8,Mercedes-Benz,435
2007,8,Suzuki,392
2007,8,BMW,348
2007,8,Nissan,348
2007,8,Honda,296
2007,8,Citroen,288
2007,8,Mazda,237
2007,8,Hyundai,196
2007,8,Kia,122
2007,8,Saab,103
2007,8,Renault,100
2007,8,Subaru,92
2007,8,Chevrolet,67
2007,8,Jeep,51
2007,8,Daihatsu,40
2007,8,Lexus,30
2007,8,Land Rover,28
2007,8,MINI,24
2007,8,Fiat,23
2007,8,Dodge,13
2007,8,Smart,13
2007,8,Alfa Romeo,12
2007,8,Jaguar,5
2007,8,Ssangyong,3
2007,8,Cadillac,3
2007,8,Chrysler,1
2007,8,Porsche,1
2007,8,Iveco,1
2007,8,Think,1
2007,8,Lancia,1
2007,9,Volkswagen,1373
2007,9,Toyota,1303
2007,9,Ford,679
2007,9,Volvo,662
2007,9,Mitsubishi,553
2007,9,Nissan,432
2007,9,Peugeot,426
2007,9,Opel,414
2007,9,Audi,393
2007,9,Honda,358
2007,9,Skoda,354
2007,9,Suzuki,314
2007,9,Mercedes-Benz,298
2007,9,BMW,271
2007,9,Mazda,266
2007,9,Hyundai,247
2007,9,Saab,220
2007,9,Citroen,184
2007,9,Kia,158
2007,9,Subaru,85
2007,9,Renault,69
2007,9,Chevrolet,57
2007,9,Jeep,34
2007,9,Land Rover,32
2007,9,Fiat,32
2007,9,MINI,26
2007,9,Daihatsu,26
2007,9,Lexus,25
2007,9,Alfa Romeo,15
2007,9,Dodge,12
2007,9,Jaguar,5
2007,9,Chrysler,4
2007,9,Porsche,4
2007,9,Smart,3
2007,9,Ssangyong,2
2007,9,Nilsson,1
2007,9,Morgan,1
2007,9,Lancia,1
2007,9,Maserati,1
2007,10,Volkswagen,1941
2007,10,Toyota,1648
2007,10,Volvo,1014
2007,10,Peugeot,707
2007,10,Ford,693
2007,10,BMW,562
2007,10,Audi,554
2007,10,Opel,547
2007,10,Nissan,518
2007,10,Skoda,438
2007,10,Honda,428
2007,10,Mercedes-Benz,376
2007,10,Suzuki,333
2007,10,Mitsubishi,324
2007,10,Mazda,247
2007,10,Saab,234
2007,10,Hyundai,220
2007,10,Citroen,202
2007,10,Kia,145
2007,10,Subaru,141
2007,10,Renault,75
2007,10,Jeep,52
2007,10,Chevrolet,47
2007,10,Land Rover,39
2007,10,Fiat,28
2007,10,Daihatsu,27
2007,10,MINI,26
2007,10,Lexus,23
2007,10,Dodge,21
2007,10,Alfa Romeo,10
2007,10,Jaguar,7
2007,10,Smart,6
2007,10,Chrysler,4
2007,10,Porsche,3
2007,10,Ssangyong,1
2007,10,Cadillac,1
2007,10,Nilsson,1
2007,10,Chevrolet US,1
2007,10,Maserati,1
2007,10,Isuzu,1
2007,11,Toyota,1579
2007,11,Volkswagen,1473
2007,11,Volvo,710
2007,11,Ford,566
2007,11,Nissan,530
2007,11,BMW,525
2007,11,Honda,509
2007,11,Peugeot,479
2007,11,Opel,477
2007,11,Audi,448
2007,11,Skoda,447
2007,11,Mercedes-Benz,447
2007,11,Suzuki,310
2007,11,Mitsubishi,299
2007,11,Mazda,287
2007,11,Saab,233
2007,11,Subaru,220
2007,11,Citroen,206
2007,11,Kia,161
2007,11,Hyundai,156
2007,11,Renault,74
2007,11,Chevrolet,50
2007,11,MINI,48
2007,11,Jeep,46
2007,11,Fiat,40
2007,11,Dodge,25
2007,11,Land Rover,23
2007,11,Lexus,22
2007,11,Daihatsu,19
2007,11,Alfa Romeo,18
2007,11,Chrysler,9
2007,11,Jaguar,7
2007,11,Porsche,3
2007,11,Ssangyong,3
2007,11,Smart,2
2007,11,NA,1
2007,11,Maserati,1
2007,12,Volkswagen,1272
2007,12,Toyota,1081
2007,12,Ford,821
2007,12,Volvo,641
2007,12,Skoda,578
2007,12,BMW,512
2007,12,Opel,481
2007,12,Honda,471
2007,12,Audi,462
2007,12,Mercedes-Benz,456
2007,12,Mitsubishi,351
2007,12,Saab,307
2007,12,Nissan,244
2007,12,Peugeot,225
2007,12,Subaru,224
2007,12,Suzuki,201
2007,12,Mazda,194
2007,12,Kia,132
2007,12,Hyundai,128
2007,12,Citroen,120
2007,12,Renault,57
2007,12,Land Rover,56
2007,12,Chevrolet,44
2007,12,Jeep,43
2007,12,MINI,28
2007,12,Alfa Romeo,21
2007,12,Daihatsu,16
2007,12,Dodge,16
2007,12,Lexus,10
2007,12,Fiat,9
2007,12,Smart,6
2007,12,Chrysler,4
2007,12,Ssangyong,3
2007,12,Jaguar,2
2007,12,Porsche,2
2007,12,Cadillac,1
2007,12,Nilsson,1
2007,12,Maserati,1
2007,12,Bentley,1
2008,1,Toyota,1758
2008,1,Volkswagen,1224
2008,1,Ford,942
2008,1,Volvo,593
2008,1,Peugeot,592
2008,1,Honda,549
2008,1,Nissan,472
2008,1,Audi,429
2008,1,Mercedes-Benz,374
2008,1,BMW,368
2008,1,Skoda,360
2008,1,Suzuki,344
2008,1,Mitsubishi,337
2008,1,Opel,334
2008,1,Mazda,280
2008,1,Subaru,161
2008,1,Citroen,146
2008,1,Saab,114
2008,1,Kia,111
2008,1,Hyundai,97
2008,1,Renault,59
2008,1,MINI,55
2008,1,Jeep,32
2008,1,Lexus,30
2008,1,Chevrolet,28
2008,1,Daihatsu,24
2008,1,Fiat,22
2008,1,Land Rover,21
2008,1,Dodge,16
2008,1,Alfa Romeo,15
2008,1,Chrysler,5
2008,1,Smart,4
2008,1,Nilsson,3
2008,1,Jaguar,2
2008,2,Volkswagen,1767
2008,2,Toyota,1494
2008,2,Ford,1016
2008,2,Volvo,684
2008,2,Nissan,635
2008,2,Audi,486
2008,2,BMW,474
2008,2,Peugeot,467
2008,2,Skoda,426
2008,2,Honda,405
2008,2,Mitsubishi,397
2008,2,Opel,381
2008,2,Suzuki,362
2008,2,Mazda,305
2008,2,Mercedes-Benz,291
2008,2,Subaru,153
2008,2,Citroen,148
2008,2,Kia,133
2008,2,Saab,132
2008,2,Hyundai,128
2008,2,Renault,48
2008,2,MINI,41
2008,2,Jeep,39
2008,2,Daihatsu,26
2008,2,Chevrolet,21
2008,2,Dodge,20
2008,2,Fiat,19
2008,2,Land Rover,16
2008,2,Lexus,15
2008,2,Alfa Romeo,8
2008,2,Porsche,7
2008,2,Jaguar,6
2008,2,Chrysler,4
2008,2,Think,4
2008,2,Nilsson,2
2008,2,Ferrari,2
2008,2,Ssangyong,2
2008,2,Smart,1
2008,2,Cadillac,1
2008,2,Maserati,1
2008,3,Volkswagen,1503
2008,3,Toyota,1338
2008,3,Ford,713
2008,3,Mitsubishi,584
2008,3,Volvo,557
2008,3,Mazda,514
2008,3,Peugeot,502
2008,3,Audi,478
2008,3,Skoda,455
2008,3,Nissan,431
2008,3,BMW,379
2008,3,Opel,312
2008,3,Honda,293
2008,3,Suzuki,273
2008,3,Mercedes-Benz,243
2008,3,Hyundai,175
2008,3,Subaru,163
2008,3,Kia,120
2008,3,Saab,106
2008,3,Citroen,105
2008,3,Renault,55
2008,3,Chevrolet,37
2008,3,MINI,28
2008,3,Jeep,28
2008,3,Daihatsu,25
2008,3,Land Rover,22
2008,3,Fiat,17
2008,3,Dodge,12
2008,3,Lexus,11
2008,3,Alfa Romeo,8
2008,3,Jaguar,8
2008,3,Porsche,2
2008,3,Smart,2
2008,3,Chrysler,1
2008,3,Nilsson,1
2008,3,Ssangyong,1
2008,3,Cadillac,1
2008,3,Aston Martin,1
2008,3,Bentley,1
2008,3,Lancia,1
2008,4,Volkswagen,1795
2008,4,Toyota,1528
2008,4,Ford,854
2008,4,Volvo,732
2008,4,Peugeot,662
2008,4,Audi,662
2008,4,Mitsubishi,620
2008,4,BMW,593
2008,4,Skoda,537
2008,4,Mercedes-Benz,480
2008,4,Nissan,456
2008,4,Opel,412
2008,4,Suzuki,367
2008,4,Honda,364
2008,4,Mazda,317
2008,4,Subaru,240
2008,4,Hyundai,187
2008,4,Saab,178
2008,4,Citroen,170
2008,4,Renault,109
2008,4,Kia,86
2008,4,Fiat,72
2008,4,MINI,44
2008,4,Chevrolet,43
2008,4,Jeep,34
2008,4,Daihatsu,26
2008,4,Land Rover,24
2008,4,Jaguar,19
2008,4,Dodge,18
2008,4,Lexus,17
2008,4,Iveco,13
2008,4,Alfa Romeo,9
2008,4,Smart,8
2008,4,Morgan,8
2008,4,Chrysler,6
2008,4,Nilsson,6
2008,4,Porsche,2
2008,4,Aston Martin,2
2008,4,Ssangyong,1
2008,4,Ferrari,1
2008,4,Maserati,1
2008,4,Isuzu,1
2008,5,Volkswagen,1402
2008,5,Toyota,1259
2008,5,Ford,984
2008,5,Volvo,724
2008,5,Peugeot,590
2008,5,Audi,569
2008,5,Nissan,474
2008,5,Skoda,466
2008,5,BMW,441
2008,5,Opel,437
2008,5,Mercedes-Benz,392
2008,5,Mazda,345
2008,5,Mitsubishi,321
2008,5,Suzuki,304
2008,5,Honda,302
2008,5,Citroen,217
2008,5,Subaru,199
2008,5,Saab,175
2008,5,Hyundai,155
2008,5,Kia,107
2008,5,Fiat,74
2008,5,Renault,67
2008,5,Chevrolet,30
2008,5,Jeep,25
2008,5,Jaguar,25
2008,5,MINI,22
2008,5,Daihatsu,22
2008,5,Land Rover,21
2008,5,Dodge,19
2008,5,Lexus,14
2008,5,Chrysler,7
2008,5,Iveco,7
2008,5,Smart,6
2008,5,Alfa Romeo,4
2008,5,Porsche,3
2008,5,Nilsson,2
2008,5,Ssangyong,2
2008,5,Maserati,2
2008,5,Morgan,1
2008,5,Koenigsegg,1
2008,6,Volkswagen,1182
2008,6,Toyota,1141
2008,6,Ford,898
2008,6,Audi,693
2008,6,Volvo,672
2008,6,BMW,593
2008,6,Nissan,476
2008,6,Peugeot,427
2008,6,Opel,399
2008,6,Skoda,370
2008,6,Mazda,346
2008,6,Honda,337
2008,6,Mercedes-Benz,329
2008,6,Mitsubishi,283
2008,6,Suzuki,264
2008,6,Citroen,253
2008,6,Subaru,217
2008,6,Saab,170
2008,6,Hyundai,150
2008,6,Kia,107
2008,6,Fiat,67
2008,6,Renault,62
2008,6,Dodge,40
2008,6,MINI,35
2008,6,Chevrolet,28
2008,6,Jeep,19
2008,6,Daihatsu,19
2008,6,Land Rover,19
2008,6,Lexus,18
2008,6,Jaguar,16
2008,6,Alfa Romeo,11
2008,6,Iveco,6
2008,6,Think,6
2008,6,Smart,4
2008,6,Chrysler,3
2008,6,Porsche,3
2008,6,Ssangyong,2
2008,6,Aston Martin,2
2008,6,Cadillac,2
2008,6,Morgan,1
2008,7,Toyota,1315
2008,7,Volkswagen,1203
2008,7,Ford,1056
2008,7,Volvo,601
2008,7,Audi,594
2008,7,Peugeot,581
2008,7,Opel,472
2008,7,Nissan,400
2008,7,BMW,386
2008,7,Mazda,362
2008,7,Skoda,322
2008,7,Mitsubishi,290
2008,7,Honda,283
2008,7,Suzuki,276
2008,7,Mercedes-Benz,275
2008,7,Subaru,206
2008,7,Citroen,179
2008,7,Hyundai,162
2008,7,Saab,141
2008,7,Kia,106
2008,7,Renault,86
2008,7,Think,52
2008,7,Dodge,42
2008,7,Fiat,37
2008,7,Jeep,35
2008,7,MINI,33
2008,7,Chevrolet,28
2008,7,Lexus,15
2008,7,Jaguar,15
2008,7,Alfa Romeo,15
2008,7,Daihatsu,9
2008,7,Land Rover,9
2008,7,Chrysler,5
2008,7,Ssangyong,4
2008,7,Smart,2
2008,7,Porsche,2
2008,7,Nilsson,2
2008,7,Morgan,2
2008,7,Iveco,1
2008,7,Maserati,1
2008,8,Volkswagen,1432
2008,8,Toyota,1002
2008,8,Ford,658
2008,8,Audi,574
2008,8,Peugeot,457
2008,8,Mazda,347
2008,8,Skoda,327
2008,8,Honda,312
2008,8,Mercedes-Benz,295
2008,8,Nissan,279
2008,8,BMW,278
2008,8,Opel,271
2008,8,Volvo,270
2008,8,Mitsubishi,251
2008,8,Suzuki,206
2008,8,Subaru,152
2008,8,Citroen,134
2008,8,Hyundai,111
2008,8,Saab,73
2008,8,Kia,59
2008,8,Fiat,57
2008,8,Dodge,49
2008,8,Renault,46
2008,8,Think,38
2008,8,MINI,30
2008,8,Chevrolet,26
2008,8,Jeep,23
2008,8,Daihatsu,19
2008,8,Lexus,14
2008,8,Land Rover,12
2008,8,Alfa Romeo,11
2008,8,Porsche,6
2008,8,Jaguar,4
2008,8,Chrysler,4
2008,8,Smart,4
2008,8,Iveco,1
2008,8,Morgan,1
2008,9,Toyota,1250
2008,9,Volkswagen,1229
2008,9,Ford,764
2008,9,Audi,545
2008,9,Volvo,457
2008,9,Honda,394
2008,9,Peugeot,383
2008,9,BMW,371
2008,9,Mazda,359
2008,9,Nissan,319
2008,9,Skoda,306
2008,9,Opel,302
2008,9,Mitsubishi,287
2008,9,Mercedes-Benz,278
2008,9,Hyundai,212
2008,9,Suzuki,207
2008,9,Subaru,197
2008,9,Saab,132
2008,9,Citroen,121
2008,9,Kia,73
2008,9,Fiat,47
2008,9,Renault,38
2008,9,Dodge,30
2008,9,Chevrolet,28
2008,9,MINI,27
2008,9,Jeep,24
2008,9,Lexus,18
2008,9,Daihatsu,17
2008,9,Land Rover,9
2008,9,Chrysler,9
2008,9,Jaguar,4
2008,9,Alfa Romeo,4
2008,9,Smart,3
2008,9,Isuzu,3
2008,9,Ssangyong,2
2008,9,Iveco,1
2008,9,Porsche,1
2008,9,Cadillac,1
2008,9,Lancia,1
2008,10,Volkswagen,1442
2008,10,Toyota,1247
2008,10,Ford,701
2008,10,Audi,578
2008,10,Volvo,472
2008,10,Peugeot,449
2008,10,BMW,395
2008,10,Nissan,346
2008,10,Skoda,283
2008,10,Mazda,275
2008,10,Mercedes-Benz,260
2008,10,Subaru,245
2008,10,Opel,241
2008,10,Suzuki,231
2008,10,Mitsubishi,214
2008,10,Honda,214
2008,10,Hyundai,146
2008,10,Citroen,142
2008,10,Saab,116
2008,10,Kia,76
2008,10,Fiat,61
2008,10,Renault,54
2008,10,MINI,37
2008,10,Chevrolet,26
2008,10,Dodge,25
2008,10,Lexus,19
2008,10,Chrysler,18
2008,10,Land Rover,17
2008,10,Daihatsu,15
2008,10,Jeep,10
2008,10,Porsche,10
2008,10,Alfa Romeo,9
2008,10,Jaguar,7
2008,10,Smart,3
2008,10,Ssangyong,3
2008,10,Iveco,2
2008,10,Lancia,1
2008,11,Volkswagen,1306
2008,11,Toyota,760
2008,11,Ford,639
2008,11,Audi,522
2008,11,Volvo,478
2008,11,Peugeot,333
2008,11,Mercedes-Benz,302
2008,11,Nissan,293
2008,11,BMW,262
2008,11,Subaru,255
2008,11,Skoda,252
2008,11,Opel,230
2008,11,Honda,211
2008,11,Mazda,209
2008,11,Mitsubishi,206
2008,11,Suzuki,160
2008,11,Hyundai,120
2008,11,Citroen,108
2008,11,Saab,65
2008,11,Kia,54
2008,11,Fiat,42
2008,11,Dodge,27
2008,11,Renault,24
2008,11,Chevrolet,18
2008,11,MINI,12
2008,11,Think,11
2008,11,Land Rover,10
2008,11,Jeep,9
2008,11,Daihatsu,8
2008,11,Alfa Romeo,7
2008,11,Lexus,5
2008,11,Chrysler,4
2008,11,Jaguar,3
2008,11,Smart,2
2008,11,Porsche,2
2008,11,Isuzu,1
2008,11,Ferrari,1
2008,11,Lancia,1
2008,12,Volkswagen,1256
2008,12,Toyota,876
2008,12,Ford,848
2008,12,Volvo,714
2008,12,Audi,625
2008,12,BMW,423
2008,12,Honda,340
2008,12,Skoda,317
2008,12,Subaru,315
2008,12,Mercedes-Benz,294
2008,12,Nissan,259
2008,12,Mitsubishi,237
2008,12,Suzuki,181
2008,12,Opel,179
2008,12,Mazda,175
2008,12,Peugeot,173
2008,12,Citroen,119
2008,12,Saab,92
2008,12,Hyundai,91
2008,12,Think,66
2008,12,Fiat,45
2008,12,Renault,39
2008,12,Kia,27
2008,12,Dodge,25
2008,12,Land Rover,14
2008,12,MINI,10
2008,12,Chevrolet,10
2008,12,Jeep,10
2008,12,Iveco,10
2008,12,Jaguar,8
2008,12,Lexus,7
2008,12,Alfa Romeo,7
2008,12,Smart,7
2008,12,Porsche,6
2008,12,Daihatsu,4
2008,12,Chrysler,4
2008,12,Nilsson,2
2008,12,Lancia,2
2008,12,Ferrari,1
2008,12,Lamborghini,1
2009,1,Toyota,946
2009,1,Volkswagen,725
2009,1,Ford,533
2009,1,Volvo,347
2009,1,Peugeot,320
2009,1,Opel,303
2009,1,Audi,221
2009,1,Hyundai,202
2009,1,Nissan,197
2009,1,Skoda,192
2009,1,Mazda,182
2009,1,Subaru,164
2009,1,BMW,159
2009,1,Mercedes-Benz,144
2009,1,Suzuki,139
2009,1,Honda,138
2009,1,Mitsubishi,126
2009,1,Citroen,97
2009,1,Saab,36
2009,1,Fiat,34
2009,1,Kia,31
2009,1,Renault,28
2009,1,MINI,17
2009,1,Dodge,14
2009,1,Smart,12
2009,1,Lexus,10
2009,1,Daihatsu,7
2009,1,Jeep,7
2009,1,Alfa Romeo,6
2009,1,Chevrolet,4
2009,1,Land Rover,4
2009,1,Nilsson,3
2009,1,Jaguar,2
2009,1,Chrysler,1
2009,1,Morgan,1
2009,1,Ssangyong,1
2009,2,Volkswagen,921
2009,2,Toyota,893
2009,2,Ford,527
2009,2,Audi,325
2009,2,Volvo,309
2009,2,Honda,303
2009,2,Skoda,292
2009,2,BMW,292
2009,2,Peugeot,291
2009,2,Opel,247
2009,2,Mazda,246
2009,2,Nissan,243
2009,2,Hyundai,208
2009,2,Mitsubishi,208
2009,2,Subaru,202
2009,2,Mercedes-Benz,140
2009,2,Suzuki,130
2009,2,Citroen,123
2009,2,Renault,82
2009,2,Saab,48
2009,2,Kia,46
2009,2,Fiat,40
2009,2,Lexus,40
2009,2,Think,29
2009,2,Dodge,20
2009,2,Chevrolet,18
2009,2,Land Rover,18
2009,2,MINI,11
2009,2,Jeep,6
2009,2,Chrysler,6
2009,2,Smart,5
2009,2,Isuzu,5
2009,2,Nilsson,4
2009,2,Jaguar,4
2009,2,Daihatsu,3
2009,2,Alfa Romeo,2
2009,3,Toyota,1021
2009,3,Volkswagen,909
2009,3,Ford,698
2009,3,Honda,454
2009,3,Mazda,450
2009,3,Opel,381
2009,3,Peugeot,361
2009,3,Skoda,337
2009,3,Volvo,332
2009,3,BMW,330
2009,3,Audi,323
2009,3,Hyundai,317
2009,3,Mitsubishi,276
2009,3,Nissan,271
2009,3,Mercedes-Benz,248
2009,3,Subaru,247
2009,3,Citroen,179
2009,3,Suzuki,120
2009,3,Renault,63
2009,3,Kia,60
2009,3,Fiat,46
2009,3,Saab,34
2009,3,Think,29
2009,3,Jeep,27
2009,3,Chevrolet,13
2009,3,Dodge,12
2009,3,MINI,12
2009,3,Land Rover,12
2009,3,Lexus,10
2009,3,Alfa Romeo,9
2009,3,Daihatsu,6
2009,3,Nilsson,4
2009,3,Smart,2
2009,3,Chrysler,2
2009,3,Jaguar,2
2009,3,Porsche,2
2009,3,Morgan,1
2009,3,Cadillac,1
2009,4,Volkswagen,1207
2009,4,Toyota,993
2009,4,Ford,608
2009,4,Peugeot,479
2009,4,Volvo,434
2009,4,Skoda,406
2009,4,Audi,389
2009,4,Opel,370
2009,4,Honda,328
2009,4,BMW,278
2009,4,Nissan,266
2009,4,Hyundai,244
2009,4,Mercedes-Benz,215
2009,4,Mazda,214
2009,4,Subaru,190
2009,4,Citroen,180
2009,4,Mitsubishi,170
2009,4,Suzuki,164
2009,4,Renault,89
2009,4,Fiat,49
2009,4,Kia,34
2009,4,Saab,32
2009,4,MINI,30
2009,4,Dodge,27
2009,4,Chevrolet,18
2009,4,Think,14
2009,4,Jeep,14
2009,4,Land Rover,14
2009,4,Lexus,11
2009,4,Jaguar,11
2009,4,Smart,10
2009,4,Daihatsu,4
2009,4,Alfa Romeo,3
2009,4,Morgan,3
2009,4,Chrysler,2
2009,4,Nilsson,1
2009,4,Porsche,1
2009,4,Cadillac,1
2009,4,Ssangyong,1
2009,5,Volkswagen,1094
2009,5,Toyota,1056
2009,5,Ford,661
2009,5,Opel,426
2009,5,Skoda,425
2009,5,Audi,416
2009,5,BMW,389
2009,5,Volvo,379
2009,5,Peugeot,339
2009,5,Mercedes-Benz,279
2009,5,Honda,271
2009,5,Hyundai,257
2009,5,Nissan,235
2009,5,Subaru,218
2009,5,Citroen,171
2009,5,Mazda,142
2009,5,Mitsubishi,138
2009,5,Suzuki,124
2009,5,Fiat,116
2009,5,Renault,56
2009,5,Kia,47
2009,5,Saab,42
2009,5,MINI,29
2009,5,Dodge,23
2009,5,Chevrolet,20
2009,5,Jeep,15
2009,5,Lexus,13
2009,5,Smart,8
2009,5,Land Rover,7
2009,5,Alfa Romeo,7
2009,5,Porsche,6
2009,5,Nilsson,3
2009,5,Daihatsu,2
2009,5,Jaguar,2
2009,5,Chrysler,2
2009,5,Think,1
2009,5,Isuzu,1
2009,5,Ssangyong,1
2009,6,Volkswagen,965
